,text,final_label
15875,RT @Juanitaap_: Lorde 17 with a Grammy &amp; bitches 14 with a std &#128553;,1
15876,RT @JudahWorldChamp: To help eliminate faking injury &amp; diving - post game video review of dives &amp; give divers yellow cards after game. #Wor&#8230;,3
15877,"RT @JudgmentalGay: Best friend being a hoe: yaaas hunty hoe it up slaaaayy

Stranger being a hoe: you're so trashy. You're what's wrong wit&#8230;",1
15878,RT @Juicccyray: &#8220;@1stBlocJeremiah: Broke hoes always wanna argue u ain't ate all day were u get that energy from &#128514;&#128514;&#8221;RT&#128514;&#128553;&#128175;,1
15879,"RT @Juicedballs: Not scared to pepper spray a bitch

*Hand gently resting on fanny pack*",1
15880,RT @Juicy_Squeaky: Any bitch who need a crowd to fight is clearly easily influenced &amp; weak minded &amp; most likely will commit suicide &#128514;&#128514;,0
15881,"RT @Jukeyxo: If a girl sit on your face, and your nose goes into her pussy, and she rides your nose like a bull, she's a keeper.",1
15882,"RT @JulieSnark: I love asking really hot, skinny bitches when they're due.",1
15883,"RT @Julio_isUrdaddy: She need a man, not no pussy boy.",1
15884,RT @JusDontBlowMyHi: Y'all lucky DMX stopped makin music I'd still be barking at these hoes foo,1
15885,RT @JusGuapo: These hoes lying and olivia will get to the bottom of it. #ScandaI http://t.co/sUZI8LOAoe,1
15886,"RT @JusTawana_: &#8220;@Gvmby: This bitch possessed by the thot demon. https://t.co/vHsbg4bjrg"" FUCKING DEAD &#128128;&#128128;&#128128;",1
15887,RT @Just2Savage: This height shit aint cute at all. Yall some dumb hoes going out in public looking like Jack and the bean stalk. &#128514; http://&#8230;,1
15888,RT @JustAn0th3r: It ain't nuttin to cut that bitch off.,1
15889,"RT @JustCurrieOn: @west2quick @Christooshifty lol aye watch to mouth, you like when I mention you faggot",1
15890,RT @JustDoItSlow: @vintage_monroe_ scary told to come to her house to fight her and won't even open the door !! Wtf scary ass hoe,1
15891,RT @JustDoIt_Rob: @Kaaarlizzy bitches love my laugh..lol,1
15892,RT @JustDoIt_Rob: I'll throw a cheeseburger at her bitch ass!,1
15893,"RT @JustDreaa: I don't splurge around no hoe no I don't shine in front of no bitch cus after she get off my dick I be like ""Find the front &#8230;",1
15894,RT @JustHad_that: Good pussy &#128166;&#128049; comes with a smart ass mouth &#128068;&#128069; &amp; a crazy ass attitude &#128530;&#128175;,1
15895,RT @JustKarahn: &#8220;@what_iDO: Karahn jus called her future baby a lil shit&#128565;&#128565;&#128565;&#128514;&#128514;&#128514;&#128514;&#128514;&#8221; bitch tell the world why don't you &#128530;,1
15896,RT @JustLeShay: &#8220;@TheKaosYatti: @JustLeShay Who said you was cute&#128035;&#8221; byeeee mad bitch! &#128530; come visit me,1
15897,"RT @JustOneAsian: To every bug i have ever killed: i am sorry :/ 

&#8230;..sorry that ur bitch asses came into my house uninvited",1
15898,RT @JustReIatabIe: when you die on flappy bird &#128514; http://t.co/Pu7uqxJFMc,3
15899,RT @Just_this_time: If you think I've been an opinionated bitch lately just be glad I've stayed quiet on 3 of the topics swirling around he&#8230;,1
15900,RT @Justcallme_duh: karmas a bitch my nigga,1
15901,RT @JustinSwift7oh2: All these hoes just want some attention.,1
15902,"RT @JuuMane: I walks in Country Kitchen Restaurant to order take out, this bitch come ask me ""Table For One?"" -____- I look that lonely???",1
15903,RT @JuveUnited: Messi REFUSED to be subbed off. Are you kidding me? So they took off NEYMAR? You little hobbit diva bitch.,1
15904,RT @K1mb0Slyc3: Me too! &#8220;@WhatsAshirt: Defiantly going to see that new planet of the apes tonight&#8221;,3
15905,RT @KCamp427: Bring her round these slums..... Yo hoe will get slayed....,1
15906,RT @KDotDucky_Green: RT &#8220;@verbally_abrupt: &#128564;&#128564;&#128564; lmfaooo #girlfights #ghetto #ratchet ; bitch got pushed and played SLEEP. &#128553;&#128514;&#128557;&#128079;&#128557;&#128514; https://t.c&#8230;,1
15907,RT @KENYA_letmeKNOW: dont no nigga want a broke bitch &#128544;&#128079;&#128514;&#9996;,1
15908,"RT @KHOU: Charlie Strong took the longhorn logos off his players' helmets: They have to earn it back.

&#160;&#160;&#160;&#160;&#160;&#160; http://t.co/HvNUJT6Ss2 #Sport&#8230;",3
15909,"RT @KILLQuana: Hun, wrong social networking site RT&#8220;@Schwaggy_Chulo: 666 - LMS for a good morning post, and something extra (maybe)&#8221;",3
15910,"RT @KILLSheredon: I can't handle no liquor, but these bitches can't handle me.",1
15911,RT @KILLSheredon: you the nigga in high school who got shoved into lockers and thrown into trash cans @TvvitterRoasts,1
15912,"RT @KINGSHA_MUGGA: My bitch better lie to me, more than 5 bodies and I cant stomach it, ill fucking die",1
15913,RT @KINGTUNCHI_: A bitch will say anything for attention !,1
15914,RT @KINGTUNCHI_: Fucking with a bad bitch you gone need some money lil homie!,1
15915,RT @KINGTUNCHI_: I don't understand if all these hoes say they getting money why tf they on twitter with that childish shit!! Bitch it's 20&#8230;,1
15916,"RT @KINGTUNCHI_: I finally realize that these bitches just wanna see me down , wanna see me fall",1
15917,RT @KINGTUNCHI_: I make bitches fly like peter pand tho,1
15918,RT @KINGTUNCHI_: I need a new bitch !,1
15919,RT @KINGTUNCHI_: I need a real bitch !,1
15920,RT @KINGTUNCHI_: I only fw grown hoes!,1
15921,RT @KINGTUNCHI_: In 5 years these hoes ain't gone be shit but a Dick head!,1
15922,RT @KINGTUNCHI_: Jd told me I'm to player to be with one bitch,1
15923,RT @KINGTUNCHI_: Lol got these hoes in they feelings !,1
15924,RT @KINGTUNCHI_: Lol it's funny tho cuz every hoe that talk shit I .... NVm that shit ain't player,1
15925,RT @KINGTUNCHI_: Lol that same bitch I was cool with was was down to sit me up in get me kill in get on twitter in talk about it.,1
15926,RT @KINGTUNCHI_: Lowkey I put sum of these hoes on the map ... So call me kingtunchi bitch !,1
15927,RT @KINGTUNCHI_: Same Bitch that was down with lol theses Lil hoes funny,1
15928,RT @KINGTUNCHI_: Same bitches that diss me gone still be here to eat my Dick when they see that check,1
15929,RT @KINGTUNCHI_: Them same hoes that was fucking my Dick turn on me lol fuckem tho!,1
15930,RT @KINGTUNCHI_: These bitches play both sides but get left in the middle!,1
15931,RT @KINGTUNCHI_: You bitches ain't a #100,1
15932,RT @KINGof334MOBB: Don't tell your side bitch your family business that's none of their business.,1
15933,RT @KINGof334MOBB: Skinny girls pussy be good den a mf u don't feel nothing but pussy. + 100 points on the board for skinny girls.,1
15934,"RT @KMOquality: Scholen waar directie leerkrachten pest, kunt u zich voorstellen hoe groot pestproblematiek onder leerlingen wel moet zijn?&#8230;",3
15935,RT @KMURDER1000: How am i suppose to ride for you&#128107; ? and you got bitches ina back seat &#128109;&#128111;&#128581;,1
15936,"RT @KNegandhiESPN: That Peppers slant was a genius/crazy call. Genius if he catches it. Crazy if he drops it, then blow a TO, then get sack&#8230;",3
15937,RT @KOEDJ: I can't stand a stuck up bitch. Always got a attitude for no reason. I don't know who hurt y'all but stay TF from round me &#128530;&#9996;&#65039;,1
15938,"RT @KYHoopsBuzz: Latest DraftExpress mock draft has Randle #3, Cauley-Stein #9, Young #14, Poythress #37. Harrison twins &amp; Dakari Johnson a&#8230;",3
15939,RT @KY_Chelley: Gemma you sure are a dirty bitch! Jax your dad tried to warn you! #SonsOfAnarchy,1
15940,"RT @KaOs_GunnPlay: Ps4=a big booty hoe with tig ol bitties 
Xbox one=pancake booty hoe with pancake tits",1
15941,RT @Kaedashian: &#8220;@WhitDAWGem_: There is nothing wrong with Ariana Grande..... Just cause she don't look like hoe.... Y'all gotta a problem.&#8230;,1
15942,RT @KailsCooper: Single ladies Vs Cuffed hoes &#128131;&#128141;,1
15943,RT @Kalay_Laay: A side bitch made this &#128514;&#128514;&#128514; http://t.co/w1JeT7EybJ,1
15944,RT @KaliKushDoll_: Dropping all these hoes.,1
15945,"RT @KaliKushDoll_: Lol foreal yo RT""@Damiah_daddyx3: Lmao, I fucks with @HaveMercyyy &amp; @KaliKushDoll_ real talk, them bitches know h ...",1
15946,RT @KaliKushDoll_: Lovee this bitch istg @HaveMercyyy !!! http://t.co/WkczWwG6,1
15947,RT @KallMe_Kenzo: A fufu bitch can't do nun for me but break my heart or set me up ..,1
15948,"RT @KallMe_Tae: ""@PAPER_CHAYSIN: How you fucc for cash but u not a hoe ???? And how I'm going to respect u if your poccets broke ??????""nip&#8230;",1
15949,"RT @Kamri_noToyota: &#8220;@Felz_: KING was fire RT @viaNAWF: King, TI vs tip and that troubleman albums all trash.&#8221; Most def",1
15950,RT @KanyeFaaces: when you let go of all your hoes for one girl but she end up bein a hoe too http://t.co/kn1yKRw4J4,1
15951,RT @Kap12284: Week from Thursday might be the last #Yankees game to look forward to in a while. If nothing else Jeter deserves that night &#8230;,3
15952,"RT @KapreceSun: where my 2 favorite jiggers at? @S_hawn24, @Satisfied_x ? &#128514;&#128514;&#128514; https://t.co/unNm233mFQ",3
15953,RT @KarenRFM: No-TV-During-the-Week #parenting rule has thrown quite a monkey wrench into #RooseveltsPBS viewing schedule. #DVRtime @wcve #&#8230;,3
15954,"RT @KarinaCasallas: LMFAO OH NAH SHE KEEP IT THREE HUNNA""@catoxx3: @DJZeeti twitpic a selfie if u a ho http://t.co/j4RuNFZrtX""",3
15955,RT @KarlenaSkiff: Could never date someone with yellow teeth&#128567;,3
15956,RT @KarmenKarma: @KimKxxx @Tristan_Berri @YouknowRilynn @AmandaTateXXX about to go out with all these hot bitches! #happybirthdaytome http&#8230;,1
15957,"RT @Kash_Stackz: Him: your nudes are safe with me.
Her: *sends nudes*
Him: *calls homie* aye, why this hoe send me this trash ass nude, yu &#8230;",1
15958,RT @KatelynBarnes3: Working out with the hoes @savanaharanda @AnnaComan2,1
15959,RT @KathrynBruscoBk: Think #windturbines are bad for birds? Compare: http://t.co/FpOSfLdOXW via @BloombergNews http://t.co/Eh6I7dOjUz via &#8230;,3
15960,"RT @KatiePavlich: Charlie Crist doesn't have any more political parties to join, but he could become a spokesman for a fan company.",3
15961,"RT @KatiePavlich: Now go take out the trash &#8220;@sdoocy: . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies http://t.&#8230;",3
15962,"RT @KattPacWilliams: Niggas wearing TOMS &amp; UGGS , &amp; bitches wearing JAYS &amp; TIMBS. Lol, this aint what Usher meant when he said ""Trading Pla&#8230;",1
15963,"RT @KattWilliams: A MILF is a sexy ass mom over 35. If you're 20, you're just a bitch with a baby",1
15964,"RT @KattWilliams: I hate ghetto loud rude ugly bitches, Bitch you already ugly ... why the f*ck you gotta to be loud too?",1
15965,RT @KattWilliams: me as a good friend: *supports and encourages ur hoe activities*,1
15966,RT @Kay_M_es: These bitches act local n think global,1
15967,"RT @KayciMalynn: &#8220;@__0utcast___: Kayci and I greet each other by saying ""hey cunt"" like it makes me lol&#8221;

-The only person okay with me cal&#8230;",1
15968,"RT @KayciMalynn: @__0utcast___ hey cunt, I miss you too &#128532;",1
15969,"RT @KayciMalynn: @__0utcast___ hey cunt, I miss you. &#128557;&#128557;",1
15970,"RT @Ke2yourheart: I don't play about the monkey, you have to earn this shit&#128564;",1
15971,RT @KeOs_GunnPlay: U can kill carl but not my nigga glenn whos gonna take care of my hoe maggie,1
15972,RT @KeepDatShit100: NASHVILLE* RT @DragonBallDeez: *Atlanta RT @PacDaGoat: Houston has so many trash drivers,1
15973,RT @Keepingupw_jr: I respect those niggas who respect their girls &amp; dont pay them hoes no attention . Salute to you !,1
15974,RT @KeithOlbermann: @MarkDBrown0824 you mean like the Yankees did this year when they prioritized a farewell tour over a playoff run?,3
15975,"RT @KejonASavage: ""@_chocgirL: Rich homie and bird man gone be at mansion &#233;lan tonight &#128064;"" some niggas got fuckd up by the bouncers when i w&#8230;",1
15976,"RT @KekePalmer: Being loud, ghetto &amp; energetic aren&#8217;t offensive things to me. I own who I am &amp; where I come from, nothing to be ashamed of &#8230;",1
15977,RT @Kelllllllllvin: This bitch ugly in person,1
15978,RT @KelsieBelsi: @Vntxnius lmao it will have a slope of -2x+1,3
15979,"RT @KenDavidoff: The #Cardinals are #MLB's gold standard, and there isn't even a close silver. #Dodgers #Giants #Tigers #Yankees http://t.c&#8230;",3
15980,RT @KenaiViveros: Ima bitch him out lol @Versharky,1
15981,RT @KennedyLeighxxx: You can't be ugly AND a shitty fucking person. Pick a struggle bitch.,1
15982,"RT @Kerb_215: 1,2,3,4 how many niggers are in my store I knowwwww your stealing &#128514;&#128514;&#128514;, that vine still be having me weak",1
15983,"RT @KermitIsASnitch: You always say we dont love these hoes, yet yo girl a hoe... http://t.co/EuoOl79WDQ",1
15984,RT @KerstinAnn_22: &#8220;@XxDopenessxX: This bitch is too real LOOOOOOL http://t.co/JTSNtWPLwR&#8221; yaga !!!!&#8221;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1
15985,RT @Ketamine_Stalin: IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;,3
15986,"RT @KevinHart2ReaI: All Bow Wow hoes on the stage, lol",1
15987,"RT @KevinHart2ReaI: bitches love ""body party"" &#128571;&#128166;&#128069;&#128068;&#128525;&#128149; but when it's time to take da dick, the party canceled &#128581;&#127814; FALSE ADVERTISING ASS BITCHES",1
15988,RT @KevinKong713: Lmao y'all single hoes stay pregnant &#128514;&#128514;&#128514;&#128514;,1
15989,RT @KevinTheGee: &#8220;@ButteryAssRobb: &#8220;@KevinTheGee: okay now I'm going to Krispy Kreme for real&#8221;fat bitch&#8221;@TropicalBlanket this nigga trying &#8230;,1
15990,RT @KevinTheGee: &#8220;@TropicalBlanket: @KevinTheGee finished the essay and the quiz bitch&#8221;good job bud proud of you,1
15991,RT @Kevin_McAdams: @WhaleLookyHere tbh I didn't even mean to mock him but #itstoofuckingeasy,1
15992,RT @Kevin_McAdams: Stop being a little bitch and #fuckherrightinthepussy,1
15993,RT @Kevineffinskaff: My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2% ...,3
15994,"RT @KeyMikeSkully: The first day of school
Lost student: say bro you know whe...
Me: cho bitch ass up. http://t.co/oE0vJuOPwD",1
15995,RT @KeyanaLatricee_: @SkinnyBee__ bitches love us lol,1
15996,RT @KeyanaLatricee_: Idk why your favoriting shit hoe. Bye &#128536;&#128075;,1
15997,RT @KeyshBeChillin Have you bitches done your Kegals today?,1
15998,RT @KeyshBeChillin So yams are ass or pussy?,1
15999,RT @KeyshawnSwag: Where my bitches from the itty bitty titty committe!!!????,1
16000,"RT @KfromtheG: Lol robbing ain't the word ""@iSell_Pussy4EBT: Damn you was robbing them bitches @pebbles2day""",1
16001,RT @KiCKS0L0GY: Some bitches be forgetting,1
16002,RT @KianteDevuan_: Beautiful smiles and colored eyes&#128525;,3
16003,RT @Kiaranicole_x: @_JoAries @Kash_WingateLFC @chanchan_ox babes we buy brazilian and Peruvian not Bengali,3
16004,RT @KiariTheStone: Niggas can do slope intercept form equations but cant make scrambled fuckin eggs thats a lil backwards,1
16005,RT @Kick_Man: Giants- Pitiful .. Jets-Pitiful .. Mets- Pitiful .. Yankees-Pitiful .. Nets- Pitiful .. Knicks-Pitiful ... Ny sports- Pitiful,3
16006,RT @Kicks_AndTits23: Lewis so trash lmao,3
16007,RT @Kid_Flexin: @WeDont_SmokeREG lol thats grwn man shit...nd bitches b loven it &#128514;&#128527;,1
16008,RT @Kidd_BravO615: Nigga wanna bitch about a party y'all know my address knock at my door,0
16009,RT @KidnapYoGranny: if u dont want your heart broken then dont check for a nigga who entertains hoes,0
16010,RT @KiiingJaay_: I'm about my commas bitch period,1
16011,RT @KiingVon: These bitches so fucking stupid smh http://t.co/ClvrfbOQBL,1
16012,"RT @KillAllSimps: Ariana Grande built like a 13 year old Chinese boy, bitch shaped like an iPhone 3GS but niggas go crazy over her.. She no&#8230;",1
16013,"RT @KillAllSimps: Bitches love posting them ""Goals"" pics showing a Range Rover, Mansion, and money everywhere, bitch you unemployed",1
16014,"RT @KillAllSimps: Bitches see a picture of a couple walking on the stairs together and caption it ""Goals &#128525;&#128588;"", bitch all they doing is going&#8230;",1
16015,"RT @KillAllSimps: I had such a classic style of tweeting, trolls, dyke tweets, lists, etc, its crazy how many niggas tweet JUST LIKE ME now&#8230;",1
16016,"RT @KillAllSimps: I remember I was having phone sex with a white bitch and she said her pussy tasted like salt and vinegar chips, ain't tal&#8230;",1
16017,"RT @KillAllSimps: If this nigga Kanye took Kim K to Wendy's, this means y'all regular hoes don't deserve them $200 dates http://t.co/QZ3hgE&#8230;",1
16018,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;",0
16019,"RT @KillAllSimps: My girl told me she was on her period, I immediately power bombed her hoe ass",1
16020,RT @KillAllSimps: That's logic for a hoe RT @_flowaaabomb: If you single nobody can tell you what to do right? Right?,1
16021,RT @KillPiffy: You unhappy Scrappy? I got Pataki at me. Bitches say I'm tacky daddy. Range look like Laffy Taffy.,1
16022,RT @Killa_Rilluh: Instagram always be acting like a bitch bruh,1
16023,RT @Killah_Kae: Will your bitches do this for you ? http://t.co/gmjkOLmcyQ,1
16024,RT @Kimburrleeeanne: Loyalty is not dead. Gtfo. Don't marginalize me bitch.,1
16025,"RT @KinGxStoney: Yeah we can't wrestle, might have to rock bottom you foreal ""@VeronicaGK: I'm a big bitch and proud lol let me live""",1
16026,"RT @KingCedd_: Hit the bitch nd forget the bitch, but i left my kids on her fuckin face",1
16027,RT @KingCuh: @16stanleys @TEE_JONEZ damn cuh. alu mohe my nigga just make sure you alu polosi ho nifo &#128561;,1
16028,RT @KingCuh: ouuua ita siana. alu polosi ho nifo NAMU TA'E.,3
16029,RT @KingCurtisJayy: Ugly hoes love to fight lmao . They ain't got none to lose &#128553;&#128514;,1
16030,RT @KingDingDong22: &#8220;@WestSideFlee: Give us our credit bitch.. We went out there &amp; took that W. http://t.co/jz4lYhSrHC&#8221; @BMarshall took tha&#8230;,1
16031,RT @KingDrayn: @rosebeforehoes2 don't forget we gotta take out trash and need milk...and spermicidal lube,3
16032,RT @KingElJay: Scorpio aka hoe season right around the corner.,1
16033,"RT @KingHorseDick: ""That bitch had to pull my hair to win"" RT @Mryungone Lol so what do you tweet if you lose?",1
16034,RT @KingHorseDick: Be right when u wanna fuck a bad hoe too or a hoe u didnt really wanna fuck,1
16035,"RT @KingHorseDick: If I eat the pussy and it taste like mold, I stop. So u cant tell ppl I ate u if I aint finish.",1
16036,RT @KingHorseDick: If he tell u that u got some good pussy but he never try to hit again.. what that mean?,1
16037,RT @KingHorseDick: Jody was really a pussy tho. He let some lil niggas jump him and take his bike. Old head sonned him in front of his mama&#8230;,1
16038,"RT @KingHorseDick: Lol RT @youngtravo Nigga like ""damn why would this bitch do this ? "" I helped your family move and the dryer almost fell&#8230;",1
16039,RT @KingHorseDick: Long distance sex will definitely have u thinking u like a bitch a lil too much.,1
16040,RT @KingHorseDick: Nowadays if u have a threesome with these new generation bitches.. that one hoe gonna go tell everybody she fucked both &#8230;,1
16041,RT @KingKwama: Female IG Models in person be so trash &#128546;,3
16042,RT @KingL: Nigga fuck you u a bitch ass nigga..... Dat ain't sneak diss'n u bitch made shit starter RT @CeefourDaArtist: @KingL a sneak dis&#8230;,1
16043,RT @KingLekan90210: All the hoes know each other &#128514;&#128553;,1
16044,RT @KingLekan90210: I forgive all u hoes/girls,1
16045,"RT @KingMiller_: The top comeback for when you call a nigga ugly. 

1. ""I still pull more hoes than you.""",1
16046,"RT @KingRyin: RIP Robin Williams, I'm gonna fuck the baddest bitch tonight for you bruh",1
16047,RT @KingShelton_: Hell nah bitch http://t.co/owR6BjoZz4,1
16048,"RT @KingTeej_: Thats when you say ""this bitch aint got no job"" #mlrt",1
16049,"RT @KingUlyssesIV: These bitches aint shit &amp; pussy is my greatest vice
I love smokin weed, i hate advice",1
16050,RT @King_Gerry_R: Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;,3
16051,"RT @King_Lonnie_19: ""@TaeCocky: Rihanna is a talented hoe"" http://t.co/uL4ePHA2qy",1
16052,RT @King_Shawn_6: &#8220;@white_thunduh: Dez is caked up with some bitch or something cause hes not playing like Dez Bryant&#8221;&#128514;&#128514;&#128514;&#128557;&#128557; God dammit Patr&#8230;,1
16053,"RT @King____J: One nigga from the past told me one thing I'd never forget ""one mans trash is another mans treasure""",1
16054,"RT @Kings_Groove: &#8220;@Shane_A1: @Kings_Groove &#128514;&#128514;&#128514; nicca said ""imma slap ya daddy out den put em n da Yo"" &#128128; he still that nigga when he aint s&#8230;",1
16055,"RT @KinkyGoose: Eat mangos, get bitches.

To be honest, I don't do either of these.&#128514;",1
16056,RT @Kinloch_Bang: Y'all hoes and y'all plastic ass bodies maaaaan smh,1
16057,RT @KiraLaJasmine: Shout out to my mama cause she ain't raise no hoe,1
16058,"RT @KissMySmilee: lmfaooo, like is this bitch alanah serious ?",1
16059,RT @KissMy_klASSy: Exactly. .same shit I said&gt;&gt;&gt; @Im_Yung_Jay: So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#8230;,0
16060,"RT @Kiss_MyBeautyy: I'd rather argue &amp; make up &#128536; then fight &#128074;&#128165;&#128162; &amp; break up , &#127939;&#128131;&#9996;&#65039;cause &#128166; thirsty bitches &#128111; love to see happy &#128522;&#127969; homes FUC&#8230;",1
16061,RT @Kittykins_x: Tacos over hoes.,1
16062,RT @KlTTYGIRL: im shitty but i promise u im better than that bitch,1
16063,"RT @KlTTYKlLLA: &#8220;@IsThatJamesBond: ""@BluntsNextDoor: Good pussy have a Nigga like http://t.co/Uy6r3zXXNM"" funniest thing I've ever seen on &#8230;",1
16064,RT @Knae__: .I'm a &#128170; lil bitch,1
16065,RT @KnickRumors: Mets superstar pitcher @MattHarvey33 is at the Yankees game wearing a Knicks hat #KnicksTape http://t.co/g5fqGTE2s0,3
16066,RT @Kontra402: Lmao damn this bitch so trash RT @JazmineJanay_: Lmao http://t.co/pfSnLm07IL,1
16067,RT @KoolAssK: Niggas be trippin about they shoes in clubs tf u wear them hoes for nigga all my shoes club shoes !,1
16068,RT @KoolAssK: U want a nigga to just spend all his hard earned money on u? hoe go strip that solves that problem lol,1
16069,RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,0
16070,RT @KoolQueef: I gave up calling my wife a nigger during sex for lent.,1
16071,RT @KreoleKilla: Fighting over a hoe is one of the lamest things you can do,1
16072,RT @Kriegsson: On Nigger Day we honor nigger traditions by not working.,0
16073,RT @KrisAnnIn: &#8220;So wake the bitch up!l&#8221; - Jack Bauer #24LAD,1
16074,RT @KrisDaRebel: &#8220;@Aye_Benny: Searching for these hoes I got &#128533; http://t.co/DsdfEjI65U&#8221; you ain't the only one Bruh http://t.co/c7R3WRcPK0,1
16075,RT @Krislisisms: B/c her ass fat? Maybe her pussy wack &amp; it drove her man to crack. RT @FightCIubs Khloe Kardashian is winning at life http&#8230;,1
16076,"RT @Krislisisms: Grow up, bitch.",1
16077,RT @Krislisisms: Hot 97 trash.,3
16078,RT @Krislisisms: Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.,3
16079,RT @KrysHazeyy: I swear bitches fall over niggas who don't believe in combing their hair,1
16080,RT @Kstar__: Told you RT @Astronaut_Tone: Artprize is more than trash,3
16081,RT @Kstar__: Ya beats trash nigga RT @ChiefKeef: #SosaOnTheBeat fuck who don't like!,1
16082,"RT @KushDahGodd: Five things I'll never give a bitch&#9757;&#65039;

1:My Heart
2:My Weed
3:My Money
4:My Twitter
5:My Netflix password
&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;",1
16083,RT @Kush_Dace: S/O to them side hos that know they the side hos we need more of ya!,1
16084,RT @KvTrK24: Ross pulling hoes @DreWill52 @Awight54 @Da_KodaBear http://t.co/YefRlbvDvb,1
16085,RT @KvngMelly_: When yall got the same baby mama and realize that bitch is the real enemy http://t.co/vdis3ghG6t,1
16086,RT @KxRxSxB: All I want for my birffday is a big booty hoe!! She gotta big booty so I call her big booty!! #LyricsYouLikeToScream,1
16087,RT @KxRxSxB: Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone,3
16088,RT @KxRxSxB: Superman. Man of steel - emotions of bitch. #truestory,1
16089,"RT @KxRxSxB: We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches",0
16090,RT @KxngFrxsh: If ya friends always trynna get you to break-up wit ya nigga or do THOT shit wit them...Them bitches really ain't ya friends!,1
16091,"RT @KySportsRadio: For years two fan bases (UNC and Indiana) have said they do things ""the right way"" while UK and others are rogues. My ho&#8230;",3
16092,RT @KylaMock2: bitch think she know everything ha.,1
16093,"RT @KyleKallgren: You can't please everyone. And you shouldn't. Nothing good comes from having people who say ""faggot"" as an insult on your&#8230;",1
16094,"RT @KyleKallgren: You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight",3
16095,RT @KyleLewsader: @TreVaughnLG retweets the most random shit just cause a bad bitch tweeted it &#128514;,1
16096,RT @Kyle_Lippert: If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus&#8230;,3
16097,RT @L1LDebbie: Amber rose is everything at the vmas. Killen every bitch.,1
16098,RT @L1LDebbie: And I'm that bitch who doesn't forget.,1
16099,RT @L1LDebbie: I'm your bitch down for whatever,1
16100,RT @L1LDebbie: So it's rude to talk about fat bitches but it's cool to talk about skinny bitches?! Cus I know alot of thick hoes on the ver&#8230;,1
16101,RT @L1LDebbie: You keep your bitch &amp; ill stay on my grind.,1
16102,RT @L3tsVibe: Keys open doors when them keys is albino,3
16103,RT @LANURSE1: Here is a #MichaelBrown supporter. She says whites are just evil albino black babies. Seriously? #tcot @KLSouth http://t.co/P&#8230;,0
16104,RT @LA_Everyday: @MJCANDANCE @PacDaGoat @Devoted2Mariah @BettAThanLERUNS @MzNurseBee14 @pyroballyPOOPS WTF? This BITCH sounds retarded,1
16105,RT @LEGIQN: Write 16 bars about your side hoes and money so she knows it's real.,1
16106,RT @LEX_gedddit: Just got 11 in flappy bird holy shit,1
16107,RT @LHT_519: lmao that bitch saw the camera &amp; looked up at the big screen n then realized&#128128;&#128128; https://t.co/OoJQAbWFwJ,1
16108,RT @LHT_519: when ya side hoe playing too much &amp; all you want is head /// https://t.co/7eALhuTA02,1
16109,RT @LILBTHEBASEDGOD: I only eat gluton free pussy - Lil B,1
16110,"RT @LILBTHEBASEDGOD: That nerdy fat bitch yes sir she fucked "" The BasedGod"" - Lil B",1
16111,RT @LILBTHEBASEDGOD: ultimate bitch mixtape is done!!! words from Lil B!! - Lil B,1
16112,RT @LIVYLOHAN: &#8220;@1waynostra: Dats y I don't argue wit Dese bitches lol&#8221; keep it brief trappa lls,1
16113,RT @LI_ALP: Still Texans nation hoe.,1
16114,RT @LJSpagnoli: Isis and Jihadi Terrorists 'Post 90 Tweets Every Minute' to Spread Propaganda http://t.co/eRJMveF996,3
16115,RT @LL_Jono: @Krhymez_24 Go home bitch,1
16116,"RT @LMAOAtBASICS: Bitches twerk to anything , rock , country..these bitches a twerk to gospel, to take me to the king &#128553;&#128553;",1
16117,RT @LOHANTHONY: i'd never send my kids to private school because then they would never experience ghetto public school fights,3
16118,RT @LOHANTHONY: i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha&#8230;,3
16119,"RT @LOHANTHONY: lana uses the term ""bad bitch"" in a UV track. i've never been more proud.",1
16120,RT @LOUD_besos: @Thotcho bitch I'll end your fucking life. You a fuckboy,1
16121,RT @LOUD_besos: Pepsi cola RT @JactionJ: Ladies what does your pussy taste like?,1
