text,final_label
@realDonaldTrump Amongst Trump University Alumni.   #FuckTrump,0
If her mom was/is a hoe then she's most likely a hoe too. Where do you think she learned it from?,1
"To be clear, I don't think there's any chance Krug leaves for Russia. But it's fun to mock the speculation.",3
"DM @PMOIndia @HMOIndia @AmitShahOffice     @BCCI should be brought under GoI control. Full of corrupt, compromised timids who for the sake of money always letting patriots down. Failed to take   @ICC head-on in this matter of national pride. Shame!!. #DhoniKeepsTheGlove",3
RT @DreCordero: Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs.,3
RT @BrooksBeau: Follow spree cunts. Just retweet this #followmeBeau,1
"RT @HillbillieTY: ""@UFUCKIN_RIGHT: @HillbillieTY @KuntryTawk93 mannn.. we had hoes like that wen I was in school.. they all had babies!"" Da&#8230;",1
"I'm actually shocked that boris Johnson has children I cant comprehend it, someone reproduced with him.. hes a fool a dangerous fool!  #softplay #baffon #BorisJohnsonShouldNotBePM #borisjohnson #bigchild #fool https://t.co/VK0qJwdbq3",0
Even Humming birds like the stuff http://t.co/W7OHSCbg3L,3
"@LongBeachPost I still don’t understand how this #murderer was arrested so peacefully! Had it been,,,,,, never mind! Rest In Peace officer #respect",0
"RT @SteveStfler: A hoes favorite line is, ""Don't judge me, you don't know what I been through!""

Yeah I do... a lot of dick.",1
SHE SHOT LEX HAHA STUPID BITCH #Supergirl,2
"RT @bitchdicknigga: @Tronkitty bet nigger, I'm waiting for the car keys",1
I don't love you hoes.,1
Happy hangover #Bloomington #btown #iubb #IU #Indiana #hoosierdaddy #HoosierNation #hoosiers the resurrection is now complete. #ncaa #big10,3
A bad bitch who knows her cars&gt;&gt;&gt;,1
"RT @Shakestweetz: Friends of @philbarron: @javachik has let me know that Phil is very ill. His infection has gone septic, and he is fightin&#8230;",3
"Oomf a hoe. She know she a hoe, I know she a hoe, she wont claim she a hoe, so she say she aint a hoe, but...WE ALL KNOW YOU A HOE!!! HOE!",1
"I hate when a bitch can't take a compliment: ""You're so pretty"" ""No I'm not, I'm ugly"" ""WELL SHIT, YOU UGLY THEN, DAMN.....",1
"RT @Incatnito1: @dcpoll Lindsey, it’s not over until the fat lady sings! But you probably don’t know any, fat or otherwise!",1
I'll fuck a bitch real quick,1
Whats @Swamy39 priority in life?    #ModiJiPleaseInkoKaamDo     #AbortionIsMurder #INDvAUS #AUSvIND #INDvsAUS #DhoniKeepTheGlove #JusticeForTwinkleSharma #JusticeForFarishta #Bharat #FreePrashantNow #DhoniKeepsTheGlove #WestBengal #Tirupati #GabbarisBack #SachinOpensAgain #starc,3
"niggas get a fresh cut, snapback to match the shoes and shirt.....and don't even say waddup to the pretty bitch next to em in da bus",1
RT @AngelHaze: bye bitch. im blocking u RT @onikallah: @AngelHaze i drew you &#128158; http://t.co/60HiEbFWic,1
#AMERICA didn’t even win the #NBAFinals. Thanks #Trump #FuckTrump,3
Someone shut this beaner up please.,0
&#8220;@ericwooden21 &#8220;@DrTruth247: Pineapples on sale at publix&#8221;hoes on sale too&#8221;up stairs,1
RT @KathrynBruscoBk: Think #windturbines are bad for birds? Compare: http://t.co/FpOSfLdOXW via @BloombergNews http://t.co/Eh6I7dOjUz via &#8230;,3
She wonder why im into her when all these hoes be into me,1
"When u hitting it from the back u gotta call her ""bitch"" they love that but don't u dare call em ""slut""",1
Rape a pregnant bitch and tell my friends I had a threesome,1
@podcast_house @NBCSBears @bearsaddict1976 Cut Throat,3
Further proof that any organised religion is full-on bullshit,2
@22duces20 haha still a little bitch though &#128517;,1
"Y'all saw how mad that little chunky boy was? He wouldn't even let his dad touch him, bruh lmao",3
A pharaohs nd his angry bird http://t.co/jMC2eR32Ka,3
"The CM of the State, also the Health Minister, and such a ruthless response to the State Governer?? @MamataOfficial has completely lost the #WestBengal The situation is worse than what is actually looks from the videos/pictures at Social media &amp; News #DoctorsFightBack #SaveBengal https://t.co/4wz5uHDCUv",3
"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)",3
@JRise88 shut up you stupid bitch,0
"When ppl wear religion on their faces in cricketing world, no1 objects. They wear d logos of cigarettes n alcohol adds, it doesn't matter to anyone. Y they want to snatch Dhoni's freedom of respecting his country's Armed Force ? Height of hypocrisy n meanness.  #DhoniKeepsTheGlove",0
Man alive?!?! the man knows no bounds... #BorisJohnsonShouldNotBePM  #BorisJohnson you are a disgrace https://t.co/gSwnBaSEIc,3
"RT @MrRigginss: my ""bitch stfu"" game strong asf '",1
"she on my mind, can't get this bitch off my mind.",1
So I guess I'm on snapchat now? So snapchat me bitches. Danvii . No idea...,1
"After watching #WhenTheSeeUs I feel so sad! This isn’t possible, but it was! #fucktrump really! And fuck everyone who is a racist! That’s not cool! We are one 🌎 #moonriver #frankocean",2
@CapoDaAssHole lol that hoe for 5yr old,1
"#WIvENG this is the best way that #ICCWorldCup2019 would've gone after washouts,  #ShameOnICC to have organised such a bizzare @cricketworldcup   No words can describe how terrible this has been on the part of #cricketfans   Only money &amp; no emotions   @ICC is a real virus to cricket",0
Why are they covers for the entire field. Cant you spend some money now and make sure the whole ground is covered. And be flexible with the timings. #ShameOnICC,0
This bitch is earning 6 figures for shaking ass? I'm so done &#128553;,1
#ThingsNotToDoOnAFirstDate give her all da dick U gotta half stroke da pussy bc if u dump dick on dat bitch she gon become extremely anoyin,1
"@discordianslip Alright, amateur grease monkey, show me how its done.

Wait, that sounds racist...",1
@Discord_Awards ASY YOUR FUCKING SLACKING,2
corrupt me!!! teach me how to pleaee you. brainwash me to be the good you want me to be!! use me so much i beg for it when you're not ):,3
"""@michelle_westt: Facts ""@POONsoaker: Only the dudes with hoes say they don't got hoes&#8221;"" @J_Austin12",1
RT @_jeff_hank: @lgreiner3 @Versharky @RayceWarden @BigJohn_Studd fuck no id be gettin swole in there like everyday nigger,1
RT @Dalilaaaaaa__: Flappy birds cheat codes http://t.co/nu6GjYQDJJ,3
if you need find me on messenger or Snapchat. this abortion shit is getting out of my processing power.,2
"@Anellesofia I didnt call you a bitch, I just saiddd bitch. #Jeesh",1
"RT @dcolbray88: ""@VonDreaam: If I post a picture of my woman, All you hoes jumping off a bridge tonight! Lol"" #OhKillem&#128544;&#128299;",1
"&#8220;@kaitlinfryer: Big oleeeee middle finger, bitch.&#8221;",1
"This bitches need to get it right , your so wid it",1
Laughin at all y'all bitches #SullyStyle http://t.co/C3n6vkD0,1
Benny the Butcher... @BennyBsf #thealmightytour #bennythebutcher #griseldarecords #buffalo #beatsnbars #hiphop #rap #boogiedownbronx #bronx #bx #fuckaroundlayaround #fucktrump #fucklindafairstein @ Sony Hall https://t.co/q6q7eCGjeC,2
"I had liked this one bitch but, she always was in some shit causing some fucking drama",1
"&#8220;@YeridZee: I'm not a bitch like @Vikyfdez15 &#128129; lol&#8221; sorry not sorry, tried to give him a hint that I didn't want to speak to him so idc &#128524;",1
@CollinBrennan damn son maybe he didn't know it was ya piece.. He was just Tryna get some pussy breh,1
RT @bbrowne69: @AliciaAlexis209 @collegefession shut up bitch everyone's perfect the way they are.,1
RT @defbabybird: We thought we would be getting actual proper spoilers but all we got were strange noises and random hype movements 😂 never…,3
@REAL_Kaysavage that bitch was going or nawl,1
Its better if ICC switches to swimming events they may at least fee for swimming  from kids lol #ShameOnICC,3
Dis broad done tagged dis nicca n a video of his sis giving dome .. #Tragic,0
Brownies brownies brownies,3
Damn that bitch dumb,1
Sluts and hoes are needed.Respect their services.,1
@redron100 but when its the same method other colonial states employed france england... They dont get to bitch when its their playbook,1
@intheKCmix The last planet of the apes with my kids... It's been a minute,3
@treyspears3 dude your fucking gay you made a twitter just to mock me fucking lowlife,1
"@LampreyMilt @DelSchilling @BertLoch No woman deserves to be sole stomped like that. He is a bitch, and so is everyone watching doing nada.",1
"&#127850; RT @Ms_SadaClay: I love salad RT&#8220;@viaNAWF: Anyway fuck you hoes, eat a salad.&#8221;",1
"Drake T.I&#8220;@MsBTxo &#8220;@_sirhampton_ 3 Stacks, Kendrick RT @xHollywoodCourt: Name a rapper that alot of people like...but you think is trash&#8221;&#8221;",3
Ain't met a bitch yet that could compete.,1
The moment when you truly believe ur a fucking pice of trash it's a lovely felling ...,1
RT @shayconnnor: u ain't sailor moon bitch,1
LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe,3
"@Isaac_H_Wright
You need to see this 😂
https://t.co/nXL9SA3s1z",3
Shocking crime on Xmas day...    https://t.co/Xkixt47J25    #crime #UK #murderer,3
"RT @ParkerHouk1: If I could be anywhere on earth right now, you know it would be Yankees Stadium",3
The #midwest of the US is white trash.,0
I can never make it more than 10 minutes into #GhostAdventures before #douchebag levels peak and my eyes roll out of my head.   How are there so many seasons of this horseshit? 👻🙄,3
"""@kikiSTFU: I'll break that lil bitch neck and won't even feel sorry about it"" Savage",1
RT @Broski5519: Lmao.. bitches hate u but still follow u...,1
Bitch killa gone be dacing in that bitch cdfu,1
#truth #TrumpIsATraitor  can’t wait to #seehiminhandcuffs https://t.co/fNAQit190G,3
Your pathetic plan failed. Enjoy my phone you fucking monkey. Let me see your ass at Benton park. You wanna talk shit I'll carve your face.,0
Basic bitches everywhere,1
@Rosie @politicususa only 3 1/2 yrs till next pres. bitches bout what o-dumb-a left her/him,1
"2)    Oh, roasting in torture camps along border are mothers with kids. CHAIN LINK DOG RUNS. No shade,no blankets, no food.     Stephen Miller &amp; Trumputin and Nazi ghosts are gleeful re: concentration camps.     They deserve 2b sent to the Hague.   Only path to redeem USA.   #FuckTrump",1
#BlessJesus Amos 5:10 There are those who hate the one who upholds justice in court and detest the one who tells the truth.,3
".@Straatvogels [street birds]: Homeless People Twittering in Amsterdam http://t.co/WruoCdVkJt via @HuffPostImpact
&#8853;http://t.co/DJgs6rGdfV",3
RT @Ketamine_Stalin: IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;,3
"""@jethromass: Photo: http://t.co/CxRs5BVhPw"" he is in sole heaven",3
Only gone and done it again #dickhead,2
@wodaeeex3 Exactly dem gold diggin hoes came out da woods on my ass,1
@CNN Are these the same people who are traumatized by climate change? Some people just need to learn how to suck it… https://t.co/oKMQOMhXTf,3
RT @AbbeyGoldd: Fuck Joo musts broke this niggas heart stealin his bitch if he that hurt with her &#128514;&#128514;&#128079;,1
I have to dress up tomorrow for mock interviews and I still don't know how to tie the tie &#128530;,3
RT @Annnna_dav69: Ima make you my bitch &#128521;,1
"@kayranmon And republicans compare this gold-digging 'I'll do anything to stay in this country' stripper to Jackie Onassis!  You are so right, some trashy shit. It's disgusting that Russians put this crap in the WH.  #cheater #conman #liar #scammer #divider #racist #sexualpredator #rapist",3
@b0ssladyRe lmao you wish bitch,1
"@lundenm my dad wanted me to ""twat"" him. &#128563;",1
"RT @WindPushedGrass: ""This bitch is just dead weight""

- Pallbearers",1
I need to stop being a little bitch lol,1
Her pussy clean but she dance dirty..,1
My nig said he don't see the differences between pornos and monster ball.... My face &#128551;,1
I Agree with President Trump,3
"RT @aivayePVUcheer: I can't stand a ""fuck these niggas"" ass bitch..",1
I'm still weak off the bitch gettin pissed on lol,1
If Nicki would have EVER.,3
Hairdresser: 'Lets do a patch test for you to see if you can dye your hair.'  *applies test behind my ear*  'Leave it for 48 hours.'  Me: 12 hours later.. *rubs ear by accident and removes whole patch*  #DickHead,3
That hoe was nipping,1
@ICC @cricketworldcup @UberEats #shameonicc  Waiting for 4 years for such a grand Tournament and four-matches are abandoned next time be focused on the venue instead on the wicketkeeper's gloves,0
"Trump (since March): No collusion, no coullusion!    Trump (Now): Anyone down to collude? Anyone? I won't call the FBI, I promise! #TrumpIsATraitor https://t.co/i2WdQLqcSd",3
"RT @JapuntichKim: These people are sick. 

https://t.co/KZxYeoDifJ",3
"Save the saviour - #DoctorsProtest   Get it @ https://t.co/yu8miSJDm9  Its time to save the saviours- wear this tshirt and join the doctors strike india. Join doctor strike bengal. doctor protest, doctors protest  #DoctorsFightBack #DoctorStrike https://t.co/LM79jtCph7",3
RT @bubble_wrapMe: These hoes ain loyal,1
I'm at home throwing up taking care of my kid. Yet I'm a hoe? Oh. Oh okay.,1
"RT @TrueNovacane: Back in the G, getting pregnant was a big deal, now these bitches getting pregnant &amp; its like ""what else new ?!""",1
Is Yankee in a good mood today or what,3
RT @NotoriousBM95: @Abel312_ @_WhitePonyJr_ @fallenloki Stick to hockey faggot. You're finished,1
running on no sleep and just did my makeup in a public bathroom here we go @wallowsmusic https://t.co/MuljhvtGQr,3
RT @ImJustCeej: RT @BarackOMamba: RT @IntenseDesire: Bow wow look like the stress of saving a hoe is wearing him down http://t.co/mTzjAAc0W2,1
"@forgivemehera also, I put 'i touch myself' on a ned/chuck mix.",3
RT @ThatsFoodPorn: Oreo Donut http://t.co/obytemi3Ed,3
The birds singing brings thoughts of hot flesh on this #Spring morning. #Hot #sexual desire fills my head. Let me taste you &amp; feel You.,1
Slide in your bitch Dms like &#128166; &#127940; https://t.co/W7QbM72Oyo,1
RT @lildurk_: Never have kids by a fan bitch if so cop #signedtothestreets2 lol,1
This reminds me of another quality video lol. He ain't fittin to front for these peckerwoods! http://t.co/AYpwHr0J62,3
Rescue elephant calf &#8216;Nunai&#8217; looking fuzzy at the International Fund for Animal Welfare Rehabilitati http://t.co/PAetLXGuoa,3
"@realDonaldTrump @LindseyGrahamSC And yet, we still all know that’s not what he said #Lindseyhasthevapors #FUCKTRUMP #McCainiswaiting",3
@TheRealOweifie You do it to us so payback is a bitch. hahaha &lt;3 happy valentines day though.,1
"RT @englandcricket: Stop what you’re doing and watch this piece of skill!

Live clips:
https://t.co/0VhYlHMdZw

#EngvPak https://t.co/KMmhe…",3
"@canucksplace @BimJenning69 Damn right, I just want Petey to come in with a Flow so they can be the Flow Bros",3
RT @Guinness_RAS: @chelsea_elisa tell him that you chose (A) not to trash the environment while trying to save it like a hypocritical douc&#8230;,3
"K dude seriously I'm not retarded, so stop talking to me like I am or I'll start being retarded and make you change my drool cup",1
@SammyLightning_ I roll up to a bitch an dey like http://t.co/ja8t60VgGE,1
"RT @macktology101: Niggas got a girl, why the fuck you asking girls to text you...hoes man hoes",1
Hitler...anyone...anyone...this is Hitler shit...this is Hitler. #FuckTrump #FuckTheGOP https://t.co/0S7YAGJcRS,2
"@realDonaldTrump enough is enough. Stop taking in asylum seakers in southern border. Repel them. Do not release them or detain them. Put some damn troops with guns down there and tell them nobody passes. Also, why the hell haven't you sent an atty from the DOJ to supreme court.. ",0
Well I laughed.   #dickhead https://t.co/hcQ1mlatgU,3
@EricBaetsle your a greaser,3
RT @FunnyPicsDepot: These 5th grade hoes ain't loyal http://t.co/hhPruzXR0J,1
"Stop actin like yu just started wearin ya uggs, bitch I seen you break em out in August",1
"There are girls. There are women. There are ladies. And there are bitches. You ma'am, is a beeeitch. A dumb ass bitch hahaha.",1
RT @TylerCarter4L: Hell yea bitch!!!,1
RT @OMGitsBabyJoe: Don't talk behind my back I hate that pussy shit,1
&#8220;@drphilDONTEhue: Now ma'am ... &#8220;@_PettyCrocker: Every jawn on here been tryna have they pussy cop a feel on Donte's peen&#8221;&#8221;&#128563;,1
It only be y'all worthless bitches that be like that though,1
"RT @liesmacmaya32: My name is Vika, I'm 22.
I love role-playing games 😎
I am looking for a vulgar guy, I want to fool around, webcam sex ❤️…",1
RT @JoshGIII: I be in the pussy like https://t.co/4OvGZ3Lhqu,1
"At work but wish I was floating in my 15 ft., on sale at Walmart, redneck pool that my husband probably hasn't cleaned since last weekend.",3
@cluis838 them peeps who bitches,1
@Wu_Pac @bestfrycook stfu bitch,1
RT @vinnycrack: this bitch got the itunes terms and conditions tattooed on her http://t.co/dHRVCNRR1H,1
Cant play No games wit deze niggas or bitches &#128581;&#128299;,1
"@Emolclause @H_Town_74 @AOC @cspan Hummm  #tRUmp would like that. We can pull that trigger when #Rethuglicans aren’t in a position to use it against us, with terrible results btw.   Hold that thought a bit longer, besides #DickHead could possibly win another term before being removed from office.",2
"RT @RealTimeWWII: 6000 people/day now being deported from Warsaw ghetto, packed into cattle cars for rail trip to Treblinka death camp. htt&#8230;",3
"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;""",3
"Bust a nicca head,smack a hoe and shoot the club up! &#128514;RT @Yes_Yes117: @DaRealQuitaM @VonshayeB So what we doing??",1
No more speculation. No more mock drafts. It's finally Draft Day. #BortlesKombat #StormWarning #BuiltByUCF #ChargeOn,3
Counting money while my bitches sleep.,1
@rikki_lovee you're wearing my sweatshirt in your snapchat story hoe! Love you tho lol,1
"Same, you seem so lovely x — thank you💗 https://t.co/S7IwMxw5j8",3
That was a bitch move I pulled...probably the most heartless thing I did,1
Once again I will be in spirit with all of you! Unfortunately I won’t be joining this time either due to my immigration status. #FUCKTRUMP https://t.co/YvZTb4VC34,3
"RT @trayn1gga: 1? Smh &#128514; RT @WombRaider773: &#8220;@HOFSportsTalk: Yoo &#128514;&#128514; http://t.co/4SqZ7Tvp4v&#8221;

What a fuckin EGO bust. #pussy",1
@BreitbartNews Go live in Iran bitch,2
"I hate a extra ass bitch or an extra ass nigga . you're doing too much , just stop . It's unnecessary .",1
N then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like &#128514;&#128514;&#128514;&#9996;&#65039;&#128129;&#128581;&#128076;&#128080;&#128080;,1
"RT @Krislisisms: Grow up, bitch.",1
RT @llvvzz: Twitter should dump the little blue bird mascot and just officially change it to a set of boobs.,1
"all the money n the pussy I want, I need that there",1
Kobe ain't no hoe.,1
RT @OGMarcusC: I hate stereotypes. Preconceived notions that black men are athletes or criminals.. Black women are ghetto and confined to t&#8230;,3
RT @UPTMillz: You can buy milk w/ WIC guys RT @VernieMack: #QTNA RT @Major_K8: How y&#8217;all bitches gon breast feed wit nipple rings? &#128563;&#128534;&#8220;,1
"Lol #Facts ""@MikeDiggEm: The baddest bitches be porn stars n strippers""",1
#DoctorsUnderOppression  #DoctorsFightBack  #DoctorsStrike   The minister: tries to oppress us  Me and the boyz : https://t.co/NJqoN3jdEX,3
RT @OGBEARD: Some of y'all bitches can't even grow this on yo damn head http://t.co/lYKqlHq0wT,1
"RT @longbongchris: fuck a closed casket 
bitch put me with the trees
let me rot
throw some seeds
water me and give me leaves",1
RT @SpankxBoogey: Ultimate bitch &#128591;,1
"me: guuuuuurlll
kim petras: what’s up bitch
@kimpetras",2
By wearing the #BalidaanBadge over his gloves @msdhoni has shown his love &amp; respect for the forces.     @icc should understand that there is nothing wrong in it.    This is about our #NationalPride    #DhoniKeSaathDesh  #IndiaWithDhoni  #DhoniKeepsTheGlove,3
RT @YoungCon1266: Listen to Charlie Daniels speak the truth &amp; then enlist in the U.S. FREEDOM ARMY at http://t.co/cxzfajqUfV. http://t.co/k&#8230;,3
@Andyheybro the distant chugs at the end of Dried Up... remain to be some of the most perfectly heavy guitars ever recorded.,3
@lauramkeane @markknoller @TimInHonolulu @KimReynoldsIA Did you read that the 4th of july will be a great big-O'-fundraiser for trumps re election? He also plans to make himself the center of attention.(surprise).  This is his 'parade' he so wants the country to have for him. &amp; since that wont happen. Hes taking this.  #FuckTrump,3
@nadximra @FlickrStatus Hey there. Can you clarify the issue you're having? If you contact us here with more info a… https://t.co/a9Oy94m8g1,3
@briawnasitar My dumb ass sat here and was like “family of 4??? Is she having twins?!” 🤦🏻‍♀️ I hate myself,2
"""Bae"" sounds like such a ghetto word. Use something else",3
RT @UniquelyTierra_: &#8220;@vintage_monroe_: &#8220;@dewayneee_: That pussy so wet she gotta dry outside&#8221;stop telling my business&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1
"RT @_aleksssa: ""@BrianLovesAss_: @_aleksssa tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes Brian lol",1
Left my calc final singing I'm a boss ass bitch if that's any indication on how that went....,1
"damn @liltwist @diplo @LilTunechi &amp; @chrisbrown #fire ""flowers for the ladies &amp; dick for the hoes"" lol http://t.co/4XKUFnZc",1
@dgardner @YoniFreedhoff Sounds like the hysteria over bird flu a few years back. It had a lower mortality rate than the regular flu.,3
I'm a light skin niggah &#128588;,1
The willow tree in Pocohontas was my bitch at 7 years old,1
Hazel e looks like a bird... Her and kaep prolly related by nose and shit,1
"Rockets are shit
So no championships for James Harden and Chris Paul 😂",2
RT @DFkinLopes: If my girl get in a fight with your girl you better be ready to fade too cuz I'ma knock you out then go help my bitch stomp&#8230;,1
"I'm not particularly shy, but hard for me to break ice with a stranger or in others words I'm a pussy &#128517; haha she was so cute too!",1
Humble request to our @narendramodi @PMOIndia @drharshvardhan @rashtrapatibhvn to take the action against wrong doing of @MamataOfficial #DoctorsFightBack #DoctorsProtest #doctors_against_assualt @MamataOfficial you should resign. @TheQuint @Arnaboffice @republic @OfficeofAG,3
@kingxxlopez Lol me and @MarcusDenton just sit there and make fun of him. I can't stand that fag,1
RT @Teamadeezy: Niggas is hoes 2,1
"Molly and Ellie need the teas, so #CafeShaw bound I go. Everyone else is off to Amsterdam I couldn't get time off so hey ho 8-)",3
RT @shawnyhoney: chris evans is so fucking confusing because u see him and ur like wow i wanna ride ur dick across the pacific ocean and th…,2
@Josh_Ward thuggery? Cheating? Talking trash? Who's doing that besides Jameis? And isn't ND in the middle of cheating issues?,3
@tradeinmylife4U @Michele25241176 @TheRealTank @Tyrese @rkelly R. Kelly is a Child Molester and Sexual Predator #pedophile #chomo #rapist #prison #rkelly Lock R. Up!!,1
RT @junitoboy1: Before ya start w ya bull crap — she’s embodying #oshun the goddess of love and sweet river — @iamcardib — https://t.co/I9P…,3
RT @CaNdY_n_VoDkA: -You hoes ain't leaving a ain't shit nigga bc he's YO ain't shit nigga n you don't want the other hoe to win.,1
@DevinCow @TheRealOJ32 Blocked him. #MURDERER,3
Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?,3
RT @BigmackNigga: Smoking isnt a game you could get killed monkey see monkey Dooo don't smoke if your not a smoker y'all are the reason ...,3
I know some ratchet bitches and they rep the North side,1
"@kvngkendric_ fight . Expose hoes , do some super gay shit , anything negative , since that's how society works.",1
"u sent nudes when ina relationship or nah? ""@JazmineJanay_: Her pussy bleeding or nah? ""@GraePharoah: -_- http://t.co/W9ZPJfk93r""",1
"&#128514;&#128514;&#8220;@BrandonBeSlydin: My fucking god bruh, the birds from southridge are in front of my house.&#8221;",1
i still don't understand why bitches at my high shool would put on false eyelashes every fucking day,1
@offical_tobi FUCKING GARBAGE OMG IT DOESNT EVEN MAKE SENSE HOW BAD IT WAS LIKE WTFFFF,2
"RT @10thAmendment: Jihadi Killed #BrendanTevlin In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago http://t.co/qZtXJv9x8J http&#8230;",3
@JermsAllOver I can't be homeless in 2014.... but them bitches better not slip in 2015,1
Lmfaooo this bitch hits my car and calls the cops and says it was my fault &#128514;&#128514;&#128514; dumb bitch,1
Pressed for pussy no ...I get too many freebies,1
"Alabama banned abortion for rape victims. It's also protecting rapists' parental rights. - The Washington Post #Shameful #Disgusting Alabama is a safe haven for rapists   Birds of the same #Rapist feather flock together, protecting each other #Horrible https://t.co/57mktFXJNX",3
"Haha, Yankees fans are bent out of shape about the Hu27le graphic",3
'Didi said we are outsiders &amp; protesting on behalf of other political goons'.  NO!  #DoctorsFightBack #SavetheDoctors https://t.co/qGPNWqOXSc,0
"RT @MtuPombe: Hahahaha RT @bniceloco: When her pussy better than you expected it to be http://t.co/8rFdwxCZ3g""",1
LMaoooo. .. &#171;@IGiveEmNathan Gucci really ass but for some hoes I'll bump a couple songs&#187;,1
@corey_emanuel bet... My trash ass self is just that petty,1
RT @AsaAkira: A bird just flew into my hotel room. I'd rather get gangbanged by 10 Mandingos for 2 days straight than experience that again&#8230;,1
@Alejandro_Bihhh @CapoDaAssHole I was texting a bitch,1
GRAVITY (2019) https://t.co/2De0WU6tcK,3
@djceeloss handles lol that shit only 315 hp now your bitch is stick soo I know was good with them double shifting aha,1
Literally would rather get my gums scraped then go to work tonight. Just 3 more shifts 🙌🏼,3
"@AndrewYang Not when that 'president' happened to commit felonies, treason, and election fraud. It's unprecedented this level of criminality, and you think giving him a pass because he was potus is absurd. #FuckTrump",1
RT @lamLilDurk: Black girls hoes cause they fuck niggas for money revenge and dumb shit like that,1
The dean a hoe how she fucked home and his bro,1
RT @ButtholeTeeth: Your pussy looks like it died six months ago.,1
My goal for soccer this year is to get a yellow card every game,3
"RT @nowthisnews: ‘No matter what faith or religion you’re from, we all have to make the world a better place.’ — Rabbi Yisroel Goldstein ca…",3
Stupid cunt bitch on the road,1
Trump said something about China that isn't even close to true #Resist #ResistTrump #FuckTrump https://t.co/uomdpLPUGr,3
Don't worry about the bitches I use to fuck wit.,1
Miss you lil bitch @xMASON4LIFEx http://t.co/TqmMnmkCyN,1
RT @TAXSTONE: A woman's revenge To a man is being a hoe,1
@johnlegend You’re an idiot.,1
@GorgeousCamry_ fight or nah dumb bitch &#128530;,1
TK fucking money bitch,1
"Exes swear they can do better, then you see their next bitch ..... &#128514;&#128514;&#128514;&#128553;&#128553;&#128553;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128553;",1
"@Kendracae ""bitches ain't shit but hoes with tricks""",1
"RT @francisyuuuh: you’re an army if you use:

seokjin instead of jin
namjoon instead of RM
yoongi instead of suga
hoseok instead of j-hope…",3
Real nigs uck with me and I don't give a uck who don't,1
@RepMarkMeadows @realDonaldTrump The left has always cared which is why the Mueller report began. #ImpeachmentInquiryNow #TrumpNatSecRisk #TrumpIsATraitor #TrumpColluded #TrumpObstructed #IndictTrump @WhiteHouse https://t.co/7aC1k4iM6Y,3
Friendly advice to western reporters in Kobane: don't advertise your location. Jihadis are tracking u &amp; consider u a high-prize target #ISIS,3
If yer gonna continue to be a contrarian bitch... go die then. I've no time for such trifling!,0
These hoes gotta pay for my company!,1
These stunning photos shows the dual-identities of LGBTQ military veterans #Resist #ResistTrump #FuckTrump https://t.co/BYt9ahwcvF,3
THE 7 BIGGEST FAILURES OF TRUMPONOMICS... #Resist #ResistTrump #FuckTrump https://t.co/AgimFUzDCn,3
lrt turnup lil bitch,1
"If you say any of the following words the convo is over: nigger, nigga, swag, yolo, fag, retard.",0
&#8220;@sc_waters: &#8220;@what_evaittakes: Ya niggas play to fuck my niggas play for keeps&#128526;&#8221;&#8252;&#65039;&#128514;&#128526;&#8221;these bitches can't fuck wit me &#128553;&#128553;,1
*enter sarcasm* They don't need evidence to prove anything! If they said it it's true and anyone who expects proof is part of the fake news media. 🤬🤬🤬🤬 #ThursdayThoughts #ImpeachTrumpNow #TrumpisaTraitor #FuckTrump https://t.co/78kDKRQvK4,3
"I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh",3
"""You ain't gunna do shit spear chucker""",0
"RT @HENNERGIZED: &#128557;&#128557;&#128557;&#8220;@StopBeingSober: Yall say ""Why you dating lil girls"" like mature hoes just on a rampage outside.&#8221;",1
And i aint neva gave a fucc about a bitch boy !,1
#illNeverUnderstandWhy anyone from Jersey Shore is famous. I should go be a guido shitbag if it means money for my family.,1
The emoji I use when I'm flirting wit bitches ---&gt; &#128520;,1
DROP THE PIECE!!!! 😭😭,3
one you're annoying. two you a damn hoe. three you ain't about to do a thing. must we go on.,1
"Not getting any sleep tonight, will be time for me to catch my flight",3
"RT @Dory: my anaconda don't want none, unless you defeat the Huns, son http://t.co/uzTkGaWTfM",3
RT @markiiejay: You got niggas &amp; i got bitches,0
@RihannaHasAids I knew farquaad a faggot,1
@Tommayydoee bitch lol,1
